yyyyq,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
19044,8.25,0.3100,0.4900,,,,,,,,,0.008460,0.037576,0.037944,0.059394,0.632653,,,,,,,,0.005424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19051,9.05,0.3150,0.5350,,,,,,,,,0.008394,0.034807,0.035795,0.059116,0.588785,,,,,,,,0.002436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19052,8.60,0.3200,0.5800,,,,,,,,,0.007619,0.037209,0.037647,0.067442,0.551724,,,,,,,,0.007028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19053,9.23,0.3250,0.6250,,,,,,,,,0.007220,0.035211,0.035326,0.067714,0.520000,,,,,,,,0.003369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19054,9.54,0.3300,0.6700,,,,,,,,,0.009368,0.034591,0.035446,0.070231,0.492537,,,,,,,,0.002805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19061,9.56,0.3475,0.6925,,,,,,,,,0.011781,0.036349,0.035459,0.072437,0.501805,,,,,,,,0.003833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19062,9.30,0.3650,0.7150,,,,,,,,,0.010608,0.039247,0.039760,0.076882,0.510490,,,,,,,,0.006166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19063,10.03,0.3825,0.7375,,,,,,,,,0.010541,0.038136,0.039311,0.073529,0.518644,,,,,,,,0.003598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19064,9.84,0.4000,0.7600,,,,,,,,,0.013441,0.040650,0.040282,0.077236,0.526316,,,,,,,,0.003496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19071,8.35,0.4100,0.7350,,,,,,,,,0.012755,0.049102,0.044276,0.088024,0.557823,,,,,,,,0.021202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19072,7.84,0.4200,0.7100,,,,,,,,,0.012600,0.053571,0.051852,0.090561,0.591549,,,,,,,,0.005670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19073,7.45,0.4300,0.6850,,,,,,,,,0.010962,0.057718,0.057105,0.091946,0.627737,,,,,,,,0.007407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19074,6.57,0.4400,0.6600,,,,,,,,,0.013995,0.066971,0.070400,0.100457,0.666667,,,,,,,,0.013699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19081,6.87,0.4300,0.6400,,,,,,,,,0.016253,0.062591,0.065152,0.093159,0.671875,,,,,,,,0.006504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19082,7.64,0.4200,0.6200,,,,,,,,,0.011493,0.054974,0.055046,0.081152,0.677419,,,,,,,,0.004891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19083,8.17,0.4100,0.6000,,,,,,,,,0.006977,0.050184,0.049637,0.073439,0.683333,,,,,,,,0.005054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19084,9.03,0.4000,0.5800,,,,,,,,,0.007619,0.044297,0.045300,0.064230,0.689655,,,,,,,,0.003603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19091,8.92,0.4100,0.6250,,,,,,,,,0.007442,0.045964,0.046591,0.070067,0.656000,,,,,,,,0.003402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19092,9.80,0.4200,0.6700,,,,,,,,,0.006667,0.042857,0.043614,0.068367,0.626866,,,,,,,,0.001848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19093,10.19,0.4300,0.7150,,,,,,,,,0.006114,0.042198,0.042240,0.070167,0.601399,,,,,,,,0.002928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19094,10.30,0.4400,0.7600,,,,,,,,,0.008172,0.042718,0.043222,0.073786,0.578947,,,,,,,,0.001858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19101,9.96,0.4475,0.7525,,,,,,,,,0.010231,0.044930,0.046039,0.075552,0.594684,,,,,,,,0.004909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19102,9.10,0.4550,0.7450,,,,,,,,,0.008881,0.050000,0.047594,0.081868,0.610738,,,,,,,,0.005854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19103,8.91,0.4625,0.7375,,,,,,,,,0.009811,0.051908,0.052260,0.082772,0.627119,,,,,,,,0.005560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19104,9.05,0.4700,0.7300,,,,,,,,,0.011161,0.051934,0.050483,0.080663,0.643836,,,,,,,,0.002585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19111,9.32,0.4700,0.6950,,,,,,,,,0.009235,0.050429,0.049841,0.074571,0.676259,,,,,,,,0.001828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19112,9.67,0.4700,0.6600,,,,,,,,,0.007552,0.048604,0.049578,0.068252,0.712121,,,,,,,,0.001206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19113,8.67,0.4700,0.6250,,,,,,,,,0.007065,0.054210,0.051254,0.072088,0.752000,,,,,,,,0.002745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19114,9.11,0.4700,0.5900,,,,,,,,,0.008947,0.051592,0.051819,0.064764,0.796610,,,,,,,,0.002004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19121,9.30,0.4725,0.6175,,,,,,,,,0.009146,0.050806,0.052268,0.066398,0.765182,,,,,,,,0.001057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19122,9.58,0.4750,0.6450,,,,,,,,,0.008194,0.049582,0.049582,0.067328,0.736434,,,,,,,,0.001722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19123,9.86,0.4775,0.6725,,,,,,,,,0.007774,0.048428,0.048675,0.068205,0.710037,,,,,,,,0.001312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19124,9.38,0.4800,0.7000,,,,,,,,,0.011227,0.051173,0.049332,0.074627,0.685714,,,,,,,,0.002363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19131,8.80,0.4800,0.6825,,,,,,,,,0.012201,0.054545,0.053512,0.077557,0.703297,,,,,,,,0.002711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19132,8.12,0.4800,0.6650,,,,,,,,,0.011670,0.059113,0.056140,0.081897,0.721805,,,,,0.000000,,,0.003926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19133,8.53,0.4800,0.6475,,,,,,,,,0.011936,0.056272,0.056805,0.075909,0.741313,,,,,0.020408,,,0.001788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19134,8.04,0.4800,0.6300,,,,,,,,,0.011781,0.059701,0.059627,0.078358,0.761905,,,,,0.000000,,,0.002250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19141,8.32,0.4650,0.6025,,,,,,,,,0.011515,0.055889,0.054835,0.072416,0.771784,,,,,-0.010000,,,0.001805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19142,8.13,0.4500,0.5750,,,,,,,,,0.007420,0.055351,0.055080,0.070726,0.782609,,,,,0.000000,,,0.002033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19143,7.68,0.4350,0.5475,,,,,,,,,0.007464,0.056641,0.056641,0.071289,0.794521,,,,,0.030303,,,0.005177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19144,7.35,0.4200,0.5200,,,,,,,,,0.013751,0.057143,0.054688,0.070748,0.807692,,,,,-0.009804,,,0.002586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19151,7.57,0.4225,0.6100,,,,,,,,,0.008549,0.055812,0.057249,0.080581,0.692623,,,,,-0.019802,,,0.003064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19152,8.04,0.4250,0.7000,,,,,,,,,0.006401,0.052861,0.053459,0.087065,0.607143,,,,,0.020202,,,0.008304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19153,8.66,0.4275,0.7900,,,,,,,,,0.006999,0.049365,0.051198,0.091224,0.541139,,,,,0.000000,,,0.004003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19154,9.48,0.4300,0.8800,,,,,,,,,0.006180,0.045359,0.045455,0.092827,0.488636,,,,,0.019802,,,0.003734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19161,9.17,0.4625,1.0420,,,,,,,,,0.005759,0.050436,0.050272,0.113631,0.443858,,,,,0.019417,,,0.003306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19162,9.36,0.4950,1.2050,,,,,,,,,0.005826,0.052885,0.053398,0.128739,0.410788,,,,,0.028571,,,0.003997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19163,9.68,0.5275,1.3680,,,,,,,,,0.006933,0.054494,0.056720,0.141322,0.385599,,,,,0.027778,,,0.002302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19164,9.80,0.5600,1.5300,,,,,,,,,0.006401,0.057143,0.054848,0.156122,0.366013,,,,,0.045045,,,0.008226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19171,9.31,0.5925,1.4680,,,,,,,,,0.007575,0.063641,0.065615,0.157680,0.403610,,,,,0.034483,,,0.007477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19172,9.04,0.6250,1.4050,,,,,,,,,0.008040,0.069137,0.070542,0.155420,0.444840,,,,,0.083333,,,0.004286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19173,8.12,0.6575,1.3430,,,,,,,,,0.009988,0.080973,0.077081,0.165394,0.489576,,,,,0.023077,,,0.005244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19174,6.80,0.6900,1.2800,,,,,,,,,0.010386,0.101471,0.098011,0.188235,0.539063,,,,,0.030075,,,0.018554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19181,7.28,0.6600,1.2080,,,,,,,,,0.011095,0.090659,0.088829,0.165934,0.546358,,,,,0.021898,,,0.004696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19182,7.45,0.6300,1.1350,,,,,,,,,0.011936,0.084564,0.084677,0.152349,0.555066,,,,,0.050000,,,0.003147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19183,7.54,0.6000,1.0630,,,,,,,,,0.011936,0.079576,0.079156,0.140981,0.564440,,,,,0.068027,,,0.002052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19184,7.90,0.5700,0.9900,,,,,,,,,0.012201,0.072152,0.070720,0.125316,0.575758,,,,,0.050955,,,0.005465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19191,8.12,0.5600,0.9750,,,0.0539,0.0715,0.0473,,,,0.011781,0.068966,0.071066,0.120074,0.574359,,,0.017600,,-0.006061,,,0.002571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19192,9.21,0.5500,0.9600,,,0.0540,0.0704,0.0469,,,,0.010829,0.059718,0.061315,0.104235,0.572917,,,0.016400,,0.030488,,,0.004763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19193,9.01,0.5400,0.9450,,,0.0560,0.0727,0.0473,,,,0.011161,0.059933,0.060879,0.104883,0.571429,,,0.016700,,0.053254,,,0.008770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19194,8.92,0.5300,0.9300,,,0.0573,0.0777,0.0490,,,,0.010829,0.059417,0.057671,0.104260,0.569892,,,0.020400,,0.061798,,,0.008437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19201,8.67,0.5250,0.8975,,,0.0592,0.0797,0.0509,,,0.0475,0.011936,0.060554,0.064815,0.103518,0.584958,,0.003400,0.020500,,0.042328,,,0.010660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19202,7.92,0.5200,0.8650,,,0.0638,0.0839,0.0554,,,0.0575,0.011875,0.065657,0.064516,0.109217,0.601156,,-0.002100,0.020100,,0.060914,,,0.007412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19203,7.87,0.5150,0.8325,,,0.0622,0.0814,0.0543,,,0.0581,0.014375,0.065438,0.067763,0.105781,0.618619,,-0.003800,0.019200,,-0.043062,,,0.004280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19204,6.81,0.5100,0.8000,,,0.0626,0.0856,0.0540,,,0.0588,0.014525,0.074890,0.068182,0.117474,0.637500,,-0.004800,0.023000,,-0.030000,,,0.011057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19211,6.88,0.4975,0.6725,,,0.0608,0.0855,0.0527,,,0.0538,0.014700,0.072311,0.070467,0.097747,0.739777,0.636220,-0.001100,0.024700,,-0.056701,,,0.004082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19212,6.55,0.4850,0.5450,,,0.0618,0.0856,0.0527,,,0.0499,0.013450,0.074046,0.068118,0.083206,0.889908,0.704164,0.002800,0.023800,,-0.038251,,,0.006839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19213,6.61,0.4725,0.4175,,,0.0593,0.0834,0.0512,,,0.0475,0.012475,0.071483,0.073256,0.063162,1.131737,0.678109,0.003700,0.024100,,-0.005682,,,0.005570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19214,7.31,0.4600,0.2900,,,0.0550,0.0761,0.0447,,,0.0390,0.011875,0.062927,0.065156,0.039672,1.586207,0.596535,0.005700,0.021100,,-0.011429,,,0.002527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19221,7.74,0.4725,0.3900,,,0.0523,0.0745,0.0441,,,0.0355,0.009750,0.061047,0.063338,0.050388,1.211538,0.521056,0.008600,0.022200,,-0.034682,,,0.002369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19222,8.45,0.4850,0.4900,,,0.0508,0.0697,0.0424,,,0.0325,0.008875,0.057396,0.056858,0.057988,0.989796,0.499301,0.009900,0.018900,,0.000000,,,0.003641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19223,9.06,0.4975,0.5900,,,0.0493,0.0675,0.0419,,,0.0334,0.008125,0.054912,0.056342,0.065121,0.843220,0.477759,0.008500,0.018200,,-0.005988,,,0.003817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19224,8.78,0.5100,0.6900,,,0.0508,0.0702,0.0432,,,0.0365,0.008350,0.058087,0.057955,0.078588,0.739130,0.472649,0.006700,0.019400,,0.018072,,,0.004887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19231,9.43,0.5150,0.7625,,,0.0513,0.0709,0.0438,,,0.0412,0.009125,0.054613,0.055496,0.080859,0.675410,0.502092,0.002600,0.019600,,-0.005917,,,0.001617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19232,8.34,0.5200,0.8350,,,0.0515,0.0721,0.0434,,,0.0384,0.010300,0.062350,0.059977,0.100120,0.622754,0.583710,0.005000,0.020600,,0.011905,,,0.006704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19233,8.15,0.5250,0.9075,,,0.0512,0.0738,0.0436,,,0.0401,0.009600,0.064417,0.064815,0.111350,0.578512,0.586564,0.003500,0.022600,,0.011765,,,0.004564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19234,8.55,0.5300,0.9800,,,0.0509,0.0738,0.0435,,,0.0388,0.010025,0.061988,0.064087,0.114620,0.540816,0.540201,0.004700,0.022900,,0.005814,,,0.002813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19241,8.70,0.5350,0.9675,,,0.0510,0.0708,0.0428,,,0.0357,0.009700,0.061494,0.060316,0.111207,0.552972,0.594560,0.007100,0.019800,,-0.011561,,,0.003043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19242,8.63,0.5400,0.9550,,,0.0499,0.0682,0.0398,,,0.0244,0.008925,0.062572,0.063754,0.110660,0.565445,0.573830,0.015400,0.018300,,-0.005848,,,0.002595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19243,9.25,0.5450,0.9425,,,0.0495,0.0673,0.0392,,,0.0214,0.006100,0.058919,0.058351,0.101892,0.578249,0.536060,0.017800,0.017800,,0.005882,,,0.001941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19244,10.16,0.5500,0.9300,,,0.0495,0.0646,0.0396,,,0.0257,0.005350,0.054134,0.057054,0.091535,0.591398,0.458883,0.013900,0.015100,,0.011696,,,0.003143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19251,10.39,0.5625,1.0100,,,0.0491,0.0636,0.0396,,,0.0278,0.006425,0.054139,0.052718,0.097209,0.556931,0.522484,0.011800,0.014500,,0.000000,,,0.005063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19252,10.80,0.5750,1.0900,,,0.0483,0.0618,0.0379,,,0.0286,0.006950,0.053241,0.054194,0.100926,0.527523,0.465613,0.009300,0.013500,,0.011561,,,0.002108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19253,11.51,0.5875,1.1700,,,0.0487,0.0620,0.0385,,,0.0317,0.007150,0.051043,0.052222,0.101651,0.502137,0.425206,0.006800,0.013300,,0.011429,,,0.002378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19254,12.46,0.6000,1.2500,,,0.0485,0.0615,0.0380,,,0.0351,0.007925,0.048154,0.048940,0.100321,0.480000,0.389378,0.002900,0.013000,,0.011299,,,0.003980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19261,11.46,0.6225,1.2480,-0.090707,-0.101126,0.0479,0.0605,0.0371,0.0244,0.0202,0.0314,0.008775,0.054319,0.051108,0.108901,0.498798,0.494091,0.005700,0.012600,-0.004139,-0.005587,,,0.007972,,,,,,,,,-1.793492,,,0.384837,0.000000,,,,,,,,0.865381,0.865381,,,,,,,,0.387971,,
19262,12.32,0.6450,1.2450,0.112069,0.096659,0.0472,0.0580,0.0368,0.0128,0.0145,0.0293,0.007850,0.052354,0.054615,0.101055,0.518072,0.453476,0.007500,0.010800,0.001703,-0.005618,,,0.002758,,,,,,,,,-1.492742,,,0.374040,0.000000,,,,,,,0.583882,0.942887,0.942887,,,,,,,,0.228589,,
19263,13.40,0.6675,1.2420,0.085808,0.074612,0.0472,0.0579,0.0372,0.0042,0.0159,0.0342,0.007325,0.049813,0.050954,0.092687,0.537440,0.438713,0.003000,0.010700,0.011681,-0.011299,,,0.002592,,,,,,,,,-1.522764,,,0.391550,0.000000,,,,,0.081944,0.561894,0.645157,0.952149,0.952149,,0.047356,,,,,,0.168257,,
19264,13.49,0.6900,1.2400,0.021894,0.006348,0.0468,0.0568,0.0354,0.0344,0.0211,0.0307,0.008550,0.051149,0.051997,0.091920,0.556452,0.441476,0.004700,0.010000,-0.013227,0.011429,,0.050876,0.003164,,,,,,,,,-1.553071,,,0.368690,-0.045455,,,,,0.096306,0.564032,0.695571,0.946190,0.946190,,0.039833,,,,,,0.228898,,
19271,13.93,0.7100,1.2080,0.050115,0.037461,0.0462,0.0554,0.0331,0.0421,0.0209,0.0320,0.007675,0.050969,0.051301,0.086719,0.587748,0.469765,0.001100,0.009200,-0.021137,-0.022599,,0.046357,0.001681,,,,,,,,,-1.567097,,,0.369803,-0.067647,,,,,0.066362,0.516946,0.651740,0.963525,0.963525,,0.076485,,,,,,0.160213,,
19272,14.77,0.7300,1.1750,0.054264,0.041157,0.0458,0.0555,0.0334,0.0034,0.0087,0.0307,0.008000,0.049425,0.048960,0.079553,0.621277,0.452385,0.002700,0.009700,0.005290,0.017341,,0.058823,0.001819,,,,,,,,,-1.582230,,,0.335058,0.000000,,,,,0.026617,0.505747,0.663815,0.961089,0.961089,,0.065633,,,,,,0.177698,,
19273,17.14,0.7500,1.1430,0.179994,0.167276,0.0454,0.0542,0.0330,0.0145,0.0236,0.0268,0.007675,0.043757,0.045648,0.066686,0.656168,0.380586,0.006200,0.008800,0.009170,-0.017045,,0.094616,0.002826,,,,,,,,,-1.613746,,,0.291686,0.000000,,,,,0.117457,0.527064,0.618948,0.993064,0.993064,,0.065535,,,,,,0.193372,,
19274,17.66,0.7700,1.1100,0.040130,0.026743,0.0446,0.0532,0.0316,0.0270,0.0192,0.0317,0.006700,0.043601,0.044432,0.062854,0.693694,0.374689,-0.000100,0.008600,-0.007817,0.000000,,0.076471,0.003093,,,,,,,,,-1.689068,,,0.260221,0.047170,,,,,0.101325,0.473353,0.720284,0.998855,0.998855,,0.059630,,,,,,0.217996,,
19281,19.13,0.7900,1.1770,0.084034,0.073311,0.0446,0.0532,0.0317,0.0070,0.0137,0.0327,0.007925,0.041296,0.045771,0.061526,0.671198,0.363255,-0.001000,0.008600,0.006668,-0.011561,,0.054364,0.002933,,,,,,,,,-1.677396,,,0.282823,0.000000,,,,,0.119385,0.453360,0.721675,1.000000,1.000000,,0.093260,,,,,,0.196113,,
19282,19.19,0.8100,1.2450,0.011518,0.000091,0.0457,0.0555,0.0326,-0.0040,-0.0088,0.0392,0.008175,0.042209,0.040500,0.064878,0.650602,0.370300,-0.006600,0.009800,-0.004765,0.000000,,0.050297,0.007032,,,,,,,,,-1.862317,,,0.284303,0.044643,,,,,0.064850,0.438836,0.195183,0.952418,0.952418,,0.059220,,,,,,0.330886,,
19283,21.37,0.8300,1.3120,0.105283,0.095753,0.0461,0.0559,0.0346,-0.0183,0.0103,0.0457,0.009800,0.038839,0.039770,0.061394,0.632622,0.328166,-0.011100,0.009800,0.028620,0.011696,,0.027977,0.003555,,,,,,,,,-1.765044,,,0.308911,0.023438,,,,,0.122094,0.424658,0.175460,0.982045,0.982045,,0.049627,,,,,,0.225674,,
19284,24.35,0.8500,1.3800,0.145611,0.133430,0.0461,0.0560,0.0340,0.0165,0.0131,0.0426,0.011425,0.034908,0.035008,0.056674,0.615942,0.259667,-0.008600,0.009900,-0.003402,-0.011561,,0.063069,0.006280,,,,,,,,,-1.940541,,,0.350422,0.045467,,,,,-0.002976,0.411019,0.243572,1.000000,1.000000,,0.062303,,,,,,0.246349,,
19291,25.53,0.8800,1.4380,0.050490,0.042023,0.0470,0.0579,0.0377,-0.0386,-0.0015,0.0460,0.010650,0.034469,0.034388,0.056326,0.611961,0.272300,-0.008300,0.010900,0.037154,-0.005848,,0.079805,0.007982,,,,,,,,,-1.934028,,,0.350317,0.000000,,,,,0.139812,0.399738,0.360904,0.958983,0.958983,,0.059457,,,,,,0.312672,,
19292,27.62,0.9100,1.4950,0.087234,0.077731,0.0477,0.0594,0.0367,0.0220,0.0018,0.0480,0.011500,0.032947,0.036649,0.054127,0.608696,0.253581,-0.011300,0.011700,-0.020195,0.005882,,0.116197,0.008405,,,,,,,,,-1.757284,,,0.377925,0.000000,,,,,0.130307,0.452393,0.684031,1.000000,1.000000,,0.067222,,,,,,0.278815,,
19293,30.16,0.9400,1.5520,0.091067,0.082644,0.0480,0.0612,0.0375,-0.0007,0.0074,0.0458,0.012000,0.031167,0.029644,0.051459,0.605670,0.244868,-0.008300,0.013200,0.008127,0.011696,,0.121390,0.008056,,,,,,,,,-1.744795,,,0.360008,-0.037037,,,,,0.088489,0.483857,0.708389,0.901042,0.901042,,0.053094,,,,,,0.227816,,
19294,21.45,0.9700,1.6100,-0.268418,-0.277322,0.0467,0.0595,0.0340,0.0532,0.0248,0.0303,0.011450,0.045221,0.046367,0.075058,0.602484,0.338458,0.003700,0.012800,-0.028451,-0.005780,,0.163522,0.100171,,,,,,,,,-1.796712,,,0.232517,0.000000,,,,,0.015081,0.491607,0.602303,0.651888,0.651888,,0.092711,,,,,,0.595800,,
19301,25.14,0.9725,1.4500,0.165884,0.154659,0.0462,0.0573,0.0335,0.0155,0.0271,0.0295,0.007575,0.038683,0.041774,0.057677,0.670690,0.319119,0.004000,0.011100,0.011638,-0.017442,,0.145497,0.004662,,,,,,,,,-1.618142,,,0.198620,-0.043478,,,,,0.097168,0.478249,0.770709,0.750584,0.750584,,0.165203,,,,,,0.174502,,
19302,20.46,0.9750,1.2900,-0.176764,-0.185187,0.0457,0.0578,0.0328,0.0174,0.0253,0.0189,0.007375,0.047654,0.039812,0.063050,0.755814,0.403375,0.013900,0.012100,0.007863,-0.005917,,0.131003,0.021075,,,,,,,,,-1.711769,,,0.131722,-0.052632,,,,,0.071457,0.438639,-0.039368,0.593803,0.593803,,0.060393,,,,,,0.424452,,
19303,18.59,0.9775,1.1300,-0.079363,-0.089836,0.0442,0.0565,0.0324,0.0121,0.0303,0.0177,0.004725,0.052582,0.045742,0.060785,0.865044,0.445583,0.014700,0.012300,0.018145,-0.011905,,0.127202,0.012709,,,,,,,,,-1.443249,,,0.030740,0.088500,,,,,-0.049019,0.492726,-0.021767,0.580684,0.537555,,0.117260,,,,,,0.404200,,
19304,15.34,0.9800,0.9700,-0.165969,-0.177705,0.0452,0.0671,0.0330,0.0007,-0.0048,0.0148,0.004425,0.063885,0.059143,0.063233,1.010309,0.554745,0.018200,0.021900,-0.005505,-0.030120,,0.113887,0.028203,,,,,,,,,-1.525002,,,-0.058696,-0.038961,,,,,0.115588,0.519422,0.071657,0.559663,0.431776,,0.079325,,,,,,0.468641,,
19311,16.69,0.9400,0.8800,0.095928,0.082191,0.0439,0.0644,0.0332,0.0067,0.0369,0.0138,0.003700,0.056321,0.052426,0.052726,1.068182,0.529125,0.019400,0.020500,0.030235,-0.031056,,0.073979,0.012278,,,,,,,,,-1.464292,,,-0.053641,0.000000,,,,,0.029927,0.471120,-0.098449,0.586119,0.452187,,0.084142,,,,,,0.377108,,
19312,14.83,0.9000,0.7900,-0.103250,-0.116487,0.0436,0.0736,0.0319,0.0236,0.0255,0.0055,0.003450,0.060688,0.069124,0.053270,1.139241,0.607271,0.026400,0.030000,0.001861,-0.032051,,0.063757,0.036953,,,,,,,,,-1.445040,,,-0.101944,-0.114286,,,,,0.079925,0.445760,-1.193916,0.612754,0.393997,,0.098841,,,,,,0.482742,,
19313,9.71,0.8600,0.7000,-0.336108,-0.345685,0.0455,0.0807,0.0353,-0.0310,0.0050,0.0045,0.001375,0.088568,0.062049,0.072091,1.228571,0.944002,0.030800,0.035200,0.036018,-0.006623,,0.030370,0.035040,,,,,,,,,-1.430885,,,-0.214914,0.095652,,,,,0.026191,0.472723,-1.041743,0.451069,0.253456,,0.077243,,,,,,0.488887,,
19314,8.12,0.8200,0.6100,-0.165081,-0.183523,0.0532,0.1042,0.0407,-0.0517,-0.0816,0.0241,0.001125,0.100985,0.086316,0.075123,1.344262,1.170732,0.016600,0.051000,-0.029834,-0.026667,,-0.012921,0.075132,,,,,,,,,-1.326126,,,-0.285267,-0.030769,,,,,0.165739,0.492427,-1.206809,0.400803,0.204371,,0.092151,,,,,,0.578417,,
19321,7.31,0.7400,0.5600,-0.089152,-0.104939,0.0498,0.0883,0.0370,0.0430,0.0057,0.0225,0.006025,0.101231,0.089264,0.076607,1.321429,1.185862,0.014500,0.038500,-0.037264,-0.041096,,-0.008416,0.057501,,,,,,,,,-1.100264,,,-0.365090,-0.006667,,,,,-0.021006,0.509707,-1.132903,0.428363,0.192250,,0.079797,,,,,,0.541375,,
